Method,LOC,NP,v(G)
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.XaDataSourceDefinition(boolean,boolean)",10,2,3
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.createInstance(boolean,boolean)",3,2,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.getAccessConstraints()",4,0,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.registerAttributes(ManagementResourceRegistration)",30,1,8
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.registerChildren(ManagementResourceRegistration)",8,1,2
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.registerOperations(ManagementResourceRegistration)",16,1,3
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.registerTransformers120(ResourceTransformationDescriptionBuilder)",6,1,2
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.registerTransformers130(ResourceTransformationDescriptionBuilder)",4,1,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.registerTransformers200(ResourceTransformationDescriptionBuilder)",6,1,2
"org.jboss.as.connector.subsystems.datasources.XaDataSourceDefinition.registerTransformers300(ResourceTransformationDescriptionBuilder)",10,1,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertiesService.XaDataSourcePropertiesService(String,String)",7,2,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertiesService.getName()",3,0,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertiesService.getValue()",4,0,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertiesService.start(StartContext)",3,1,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertiesService.stop(StopContext)",3,1,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertyAdd.performRuntime(OperationContext,ModelNode,ModelNode)",22,3,3
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertyAdd.populateModel(ModelNode,ModelNode)",4,2,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertyDefinition.XaDataSourcePropertyDefinition(boolean)",7,1,3
"org.jboss.as.connector.subsystems.datasources.XaDataSourcePropertyDefinition.registerAttributes(ManagementResourceRegistration)",9,1,2
"org.jboss.as.connector.subsystems.datasources.XaDataSourceService.XaDataSourceService(String,BindInfo)",3,2,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourceService.XaDataSourceService(String,BindInfo,ClassLoader)",3,3,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourceService.getDataSourceConfigInjector()",3,0,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourceService.getDeployer()",4,0,1
"org.jboss.as.connector.subsystems.datasources.XaDataSourceService.stopService()",21,0,8
"org.jboss.as.connector.subsystems.jca.ArchiveValidationAdd.performBoottime(OperationContext,ModelNode,ModelNode)",14,3,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationAdd.populateModel(ModelNode,ModelNode)",6,2,2
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.ArchiveValidation.ArchiveValidation(boolean,boolean,boolean)",5,3,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.ArchiveValidation.isEnabled()",3,0,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.ArchiveValidation.isFailOnError()",3,0,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.ArchiveValidation.isFailOnWarn()",3,0,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.ArchiveValidationService(ArchiveValidation)",4,1,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.getJcaConfigInjector()",3,0,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.getValue()",4,0,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.start(StartContext)",6,1,1
"org.jboss.as.connector.subsystems.jca.ArchiveValidationService.stop(StopContext)",3,1,1
"org.jboss.as.connector.subsystems.jca.Attribute.Attribute(String)",3,1,1
"org.jboss.as.connector.subsystems.jca.Attribute.forName(String)",4,1,2
"org.jboss.as.connector.subsystems.jca.Attribute.getLocalName()",7,0,1
"org.jboss.as.connector.subsystems.jca.Attribute.toString()",4,0,1
"org.jboss.as.connector.subsystems.jca.BeanValidationAdd.performBoottime(OperationContext,ModelNode,ModelNode)",12,3,1
"org.jboss.as.connector.subsystems.jca.BeanValidationAdd.populateModel(ModelNode,ModelNode)",6,2,2
"org.jboss.as.connector.subsystems.jca.BeanValidationService.BeanValidation.BeanValidation(boolean)",3,1,1
"org.jboss.as.connector.subsystems.jca.BeanValidationService.BeanValidation.isEnabled()",3,0,1
"org.jboss.as.connector.subsystems.jca.BeanValidationService.BeanValidationService(BeanValidation)",4,1,1
"org.jboss.as.connector.subsystems.jca.BeanValidationService.getJcaConfigInjector()",3,0,1
"org.jboss.as.connector.subsystems.jca.BeanValidationService.getValue()",4,0,1
"org.jboss.as.connector.subsystems.jca.BeanValidationService.start(StartContext)",4,1,1
"org.jboss.as.connector.subsystems.jca.BeanValidationService.stop(StopContext)",3,1,1
"org.jboss.as.connector.subsystems.jca.BootstrapContextAdd.performRuntime(OperationContext,ModelNode,ModelNode)",20,3,2
"org.jboss.as.connector.subsystems.jca.BootstrapContextAdd.populateModel(ModelNode,ModelNode)",6,2,2
"org.jboss.as.connector.subsystems.jca.CachedConnectionManagerAdd.performRuntime(OperationContext,ModelNode,ModelNode)",3,3,2
"org.jboss.as.connector.subsystems.jca.CachedConnectionManagerAdd.populateModel(ModelNode,ModelNode)",6,2,2
"org.jboss.as.connector.subsystems.jca.ConnectionValidatorService.ConnectionValidatorService()",5,0,1
"org.jboss.as.connector.subsystems.jca.ConnectionValidatorService.getValue()",4,0,1
"org.jboss.as.connector.subsystems.jca.ConnectionValidatorService.start(StartContext)",8,1,2
"org.jboss.as.connector.subsystems.jca.ConnectionValidatorService.stop(StopContext)",8,1,2
"org.jboss.as.connector.subsystems.jca.DistributedWorkManagerAdd.performRuntime(OperationContext,ModelNode,Resource)",92,3,19
"org.jboss.as.connector.subsystems.jca.DistributedWorkManagerAdd.populateModel(ModelNode,ModelNode)",6,2,2
"org.jboss.as.connector.subsystems.jca.Element.Element(String)",3,1,1
"org.jboss.as.connector.subsystems.jca.Element.forName(String)",4,1,2
"org.jboss.as.connector.subsystems.jca.Element.getLocalName()",7,0,1
"org.jboss.as.connector.subsystems.jca.GetNumberOfConnectionsHandler.GetNumberOfConnectionsHandler()",2,0,1
"org.jboss.as.connector.subsystems.jca.GetNumberOfConnectionsHandler.execute(OperationContext,ModelNode)",9,2,2
"org.jboss.as.connector.subsystems.jca.IdleRemoverService.IdleRemoverService()",5,0,1
"org.jboss.as.connector.subsystems.jca.IdleRemoverService.getValue()",4,0,1
"org.jboss.as.connector.subsystems.jca.IdleRemoverService.start(StartContext)",8,1,2
"org.jboss.as.connector.subsystems.jca.IdleRemoverService.stop(StopContext)",8,1,2
"org.jboss.as.connector.subsystems.jca.JcaArchiveValidationDefinition.ArchiveValidationParameters.ArchiveValidationParameters(SimpleAttributeDefinition)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaArchiveValidationDefinition.ArchiveValidationParameters.getAttribute()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaArchiveValidationDefinition.JcaArchiveValidationDefinition()",6,0,1
"org.jboss.as.connector.subsystems.jca.JcaArchiveValidationDefinition.registerAttributes(ManagementResourceRegistration)",7,1,2
"org.jboss.as.connector.subsystems.jca.JcaArchiveValidationWriteHandler.JcaArchiveValidationWriteHandler()",7,0,1
"org.jboss.as.connector.subsystems.jca.JcaArchiveValidationWriteHandler.applyUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,HandbackHolder<JcaSubsystemConfiguration>)",12,6,4
"org.jboss.as.connector.subsystems.jca.JcaArchiveValidationWriteHandler.revertUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,JcaSubsystemConfiguration)",11,6,4
"org.jboss.as.connector.subsystems.jca.JcaBeanValidationDefinition.BeanValidationParameters.BeanValidationParameters(SimpleAttributeDefinition)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaBeanValidationDefinition.BeanValidationParameters.getAttribute()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaBeanValidationDefinition.JcaBeanValidationDefinition()",6,0,1
"org.jboss.as.connector.subsystems.jca.JcaBeanValidationDefinition.registerAttributes(ManagementResourceRegistration)",7,1,2
"org.jboss.as.connector.subsystems.jca.JcaBeanValidationWriteHandler.JcaBeanValidationWriteHandler()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaBeanValidationWriteHandler.applyUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,HandbackHolder<JcaSubsystemConfiguration>)",8,6,2
"org.jboss.as.connector.subsystems.jca.JcaBeanValidationWriteHandler.revertUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,JcaSubsystemConfiguration)",7,6,2
"org.jboss.as.connector.subsystems.jca.JcaBootstrapContextDefinition.BootstrapCtxParameters.BootstrapCtxParameters(SimpleAttributeDefinition)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaBootstrapContextDefinition.BootstrapCtxParameters.getAttribute()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaBootstrapContextDefinition.JcaBootstrapContextDefinition()",6,0,1
"org.jboss.as.connector.subsystems.jca.JcaBootstrapContextDefinition.registerAttributes(ManagementResourceRegistration)",12,1,3
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.CcmOperations.CcmOperations(SimpleOperationDefinition)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.CcmOperations.getOperation()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.CcmParameters.CcmParameters(SimpleAttributeDefinition)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.CcmParameters.getAttribute()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.JcaCachedConnectionManagerDefinition()",6,0,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.registerAttributes(ManagementResourceRegistration)",12,1,3
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.registerOperations(ManagementResourceRegistration)",6,1,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerDefinition.registerTransformers110(ResourceTransformationDescriptionBuilder)",4,1,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerWriteHandler.JcaCachedConnectionManagerWriteHandler()",7,0,1
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerWriteHandler.applyUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,HandbackHolder<JcaSubsystemConfiguration>)",12,6,4
"org.jboss.as.connector.subsystems.jca.JcaCachedConnectionManagerWriteHandler.revertUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,JcaSubsystemConfiguration)",11,6,4
"org.jboss.as.connector.subsystems.jca.JcaConfigService.JcaConfigService(JcaSubsystemConfiguration)",5,1,1
"org.jboss.as.connector.subsystems.jca.JcaConfigService.getValue()",4,0,1
"org.jboss.as.connector.subsystems.jca.JcaConfigService.start(StartContext)",5,1,1
"org.jboss.as.connector.subsystems.jca.JcaConfigService.stop(StopContext)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.DWmParameters.DWmParameters(AttributeDefinition)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.DWmParameters.getAttribute()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.DWmParameters.getAttributeDefinitions()",9,0,2
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.DWmParameters.getReadOnlyAttributeDefinitions()",5,0,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.DWmParameters.getRuntimeAttributeDefinitions()",8,0,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.JcaDistributedWorkManagerDefinition(boolean)",7,1,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.createInstance(boolean)",3,1,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.registerAttributes(ManagementResourceRegistration)",10,1,3
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.registerChildren(ManagementResourceRegistration)",7,1,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerDefinition.registerTransformers300(ResourceTransformationDescriptionBuilder)",7,1,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerWriteHandler.JcaDistributedWorkManagerWriteHandler()",3,0,1
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerWriteHandler.applyUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,HandbackHolder<JcaSubsystemConfiguration>)",65,6,20
"org.jboss.as.connector.subsystems.jca.JcaDistributedWorkManagerWriteHandler.revertUpdateToRuntime(OperationContext,ModelNode,String,ModelNode,ModelNode,JcaSubsystemConfiguration)",11,6,4
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseArchiveValidation(XMLExtendedStreamReader,ModelNode)",36,2,6
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseBeanValidation(XMLExtendedStreamReader,ModelNode)",25,2,4
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseBootstrapContexts(XMLExtendedStreamReader,ModelNode,List<ModelNode>)",50,3,11
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseCcm(XMLExtendedStreamReader,ModelNode)",36,2,6
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseDistributedWorkManager(XMLExtendedStreamReader,ModelNode,List<ModelNode>,ModelNode,boolean)",78,5,16
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parsePolicy(XMLExtendedStreamReader,ModelNode)",30,2,8
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseSelector(XMLExtendedStreamReader,ModelNode)",31,2,8
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseTracer(XMLExtendedStreamReader,ModelNode)",25,2,4
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.parseWorkManager(XMLExtendedStreamReader,ModelNode,List<ModelNode>,ModelNode,boolean)",53,5,11
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.rawAttributeText(XMLStreamReader,String)",6,2,2
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.rawElementText(XMLStreamReader)",5,1,3
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.readElement(XMLExtendedStreamReader,List<ModelNode>)",98,2,19
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeArchiveValidation(XMLExtendedStreamWriter,ModelNode)",13,2,5
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeBeanValidation(XMLExtendedStreamWriter,ModelNode)",9,2,3
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeBootstrapContexts(XMLExtendedStreamWriter,ModelNode)",24,2,9
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeCachedConnectionManager(XMLExtendedStreamWriter,ModelNode)",13,2,4
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeContent(XMLExtendedStreamWriter,SubsystemMarshallingContext)",16,2,1
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeDistributedWorkManagers(XMLExtendedStreamWriter,ModelNode)",41,2,19
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeProperty(XMLExtendedStreamWriter,String,String,String)",7,4,1
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeTracer(XMLExtendedStreamWriter,ModelNode)",9,2,3
"org.jboss.as.connector.subsystems.jca.JcaExtension.ConnectorSubsystemParser.writeWorkManagers(XMLExtendedStreamWriter,ModelNode)",24,2,12
"org.jboss.as.connector.subsystems.jca.JcaExtension.getResourceDescriptionResolver(String...)",7,1,2
"org.jboss.as.connector.subsystems.jca.JcaExtension.initialize(ExtensionContext)",11,1,2
"org.jboss.as.connector.subsystems.jca.JcaExtension.initializeParsers(ExtensionParsingContext)",7,1,1
"org.jboss.as.connector.subsystems.jca.JcaSubSystemRemove.performRuntime(OperationContext,ModelNode,ModelNode)",3,3,1
"org.jboss.as.connector.subsystems.jca.JcaSubSystemRemove.recoverServices(OperationContext,ModelNode,ModelNode)",3,3,1
